X,Y,OBJECTID,DATEREPORTED,INFORELIABILITY,INCIDENTREGION,DEAD,MISSING,NATIONALITIES,ORIGINREGION,MIGRANTROUTE,LOCATIONDESCRIPTION,NOFEMALE,NOMALE,NOCHILDREN,AGERANGE,SOURCE,URL,COMMENT,PUBLICVIEW,Cause_of_death,Number_of_survivors,type_location
33.439548431000048,14.438416669000048,136183,2016-11-13T23:00:00.000Z,Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Wad Madani,",,,,,Regional Mixed Migration Secretariat,,,,Sexual_abuse,,During_migration
32.92214203900005,23.976785751000023,136184,2016-11-13T23:00:00.000Z,Partially Verified,North Africa,4,,Unknown,Horn of Africa,,"In the desert, near Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse,,During_migration
31.162222093000025,27.181876044000035,136577,2016-11-06T23:00:00.000Z,Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"In the desert around Asyut, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Other,,During_migration
33.536106049000068,13.504648692000046,136578,2016-11-06T23:00:00.000Z,Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Sinnar, Sudan",,,,,Regional Mixed Migration Secretariat,,,,"Sickness_and_lack_of_access_to_medicines, Starvation, Harsh_weather_lack_of_adequate_shelter, Excessive_physical_abuse, Sexual_abuse",,During_migration
32.950122844000077,24.023988569000039,136579,2016-11-06T23:00:00.000Z,Partially Verified,North Africa,2,,Unknown,Horn of Africa,,Desert of Aswan on border of Sudan and Egypt,,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,,During_migration
33.944148860000041,18.083120271000041,136580,2016-11-13T23:00:00.000Z,Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"In the Nile River around Al bawga, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Other,,During_migration
32.50487961400006,19.869628530000057,136581,2016-11-13T23:00:00.000Z,Partially Verified,North Africa,4,,Unknown,Horn of Africa,,In the Sahara Desert near Egypt-Sudan border,,,,,Regional Mixed Migration Secretariat,,,,"Sickness_and_lack_of_access_to_medicines, Starvation, Harsh_weather_lack_of_adequate_shelter, Vehicle_Accident, Excessive_physical_abuse",,During_migration
34.005603633000078,17.827717925000059,136582,2016-11-13T23:00:00.000Z,Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Near Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,"Sickness_and_lack_of_access_to_medicines, Starvation",,During_migration
12.623153153000032,32.782789683000033,136583,2016-12-12T23:00:00.000Z,Partially Verified,Mediterranean,2,,Unknown,Unknown,Central Mediterranean,"Bodies washed up near Az Zuwiyah, Libya",,,,,IOM Libya,,,,Probable drowning,,During_migration
-98.192028255999958,18.938390335000065,136977,2016-10-20T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America & Mexico,,"Near Valsequillo, Puebla, Mexico",,1,,32,Puebla Roja,http://bit.ly/2h6p20m,,,Hit by vehicle,,During_migration
-98.150412260999985,27.184644633000062,137377,2016-01-12T23:00:00.000Z,Verified,U.S./Mexico Border,1,0,Mexican,Central America & Mexico,,"In the woods near Falfurrias, Brooks County,Texas, US",,1,,29,Guanajuato Informa and Facebook,http://bit.ly/2ieDFMw http://bit.ly/2hqAlOl http://bit.ly/2hSJCQE,,,Glycemic crisis (Lack of Insuline Treatment),,During_migration
26.694298011000058,39.328927496000063,137777,2016-12-18T23:00:00.000Z,Verified,Mediterranean,5,,Unknown,Middle East/ South Asia,Eastern Med,"Off the coast of Ayvalik, Turkey",1,,4,,Daily Sabah and UNHCR,http://bit.ly/2hDhPFJ,"5 dead, 8 rescued as refugee boat sinks off Turkey’s western coast",,Drowning,8,During_migration
92.3,20.866667,137778,2016-12-18T23:00:00.000Z,Partially Verified,Southeast Asia,1,,Rohingya,South East Asia,,"Teknaf Upazila, Bangladesh, near border with Myanmar",,1,,47,Daily Star,http://bit.ly/2hPNAsX,Rohingya 'shot in Myanmar' dies in Teknaf,,shot,,During_migration
15.3994,35.2243,137779,2016-12-20T23:00:00.000Z,Partially Verified,Mediterranean,7,,Unknown,Unknown,Central Med,Around stricken migrants boats in the Mediterranean,,,,,UNHCR,http://bit.ly/2iilIN9 http://bit.ly/2ie9uJM http://bit.ly/2hW9qem,Seven dead in new migrant boat tragedies: Italy,,Unknown,300,During_migration
-100.483036,28.700661,137780,2016-12-20T23:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Broken Bows Ranch, Eagle Pass, Maverick County, Texas, US",,,,,Zocalo,http://bit.ly/2h2Fawv,,,Skeletical remains,,During_migration
13.37045002800005,32.994757881000055,134177,2016-12-04T23:00:00.000Z,Verified,Mediterranean,11,,Reported as unspecified nationals of Sub-Saharan Africa,Sub-Saharan Africa,Central Mediterranean,"20km east of Tripoli, Libya",,,,,IOM Libya,http://bit.ly/2hk5978 http://bit.ly/2hoRkk0,,,Drowning,,During_migration
13.364289148000069,32.891468300000042,134178,2016-12-05T23:00:00.000Z,Verified,Mediterranean,5,,Unknown,Unknown,Central Mediterranean,"Bodies washed up near Tajoura, Libya",,,,,IOM Libya,,,,Unknown,,During_migration
13.399308069000028,32.881089311000039,134179,2016-12-10T23:00:00.000Z,Verified,Mediterranean,15,,Unknown,Unknown,Central Mediterranean,"Bodies washed up near Tajoura, Libya",,,,,IOM Libya,,,,Unknown,,During_migration
-92.451808967999966,14.836295146000055,134180,2016-12-13T23:00:00.000Z,Partially Verified,Central America incl. Mexico,2,,Honduras,Central America & Mexico,,"Mazatán - La Barra San José road, Villa Mazatán, Chiapas, Mexico",,2,,,El Sol de Tlaxcala,http://bit.ly/2horKyK,,,Vehicle accident,8,During_migration
16.329098670000064,35.217654553000045,134181,2016-12-13T23:00:00.000Z,Partially Verified,Mediterranean,,20,Unknown,Unknown,Central Mediterranean,Unspecified location in the Channel of Sicily,,,,,IOM Italy,,,,Drowning,,During_migration
15.31856282900003,37.201551090000066,134182,2016-12-13T23:00:00.000Z,Verified,Mediterranean,1,,Unknown,Unknown,Central Mediterranean,Unspecified location in the Chanel of Sicily,,,1,Infant,UNHCR,,,,Unknown,,During_migration
32.933128367000052,24.008778921000044,134183,2016-06-18T22:00:00.000Z,Partially Verified,North Africa,6,,Unknown,Horn of Africa,,"Sahara Desert near small village, Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,,During_migration
29.355529785000044,18.566284180000025,134577,2016-01-08T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Ash Shamaliyah, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Other,,
31.517089844000054,22.018127441000047,134578,2016-01-10T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.61749267600004,14.280517578000058,134579,2016-01-10T00:00:00.000Z,,Horn of Africa,2,,Unknown,Horn of Africa (P),,"Humera, Tigray, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
31.517089844000054,22.018127441000047,134580,2016-01-10T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,,
22.280273437000062,23.530090332000043,134581,2016-01-10T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Sahara Desert, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,,
43.417297363000046,9.611083984000061,134582,2016-01-10T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Near Wajale, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Dehydration,,
48.345275879000042,8.587280273000033,134583,2016-01-10T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Near Garowe, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
31.456726074000073,21.846496582000043,134584,2016-01-12T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Near to Wadihalfa, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,,
47.362487793000071,8.488098145000038,134585,2016-01-12T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Near Las'anod, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,,
32.629516602000024,30.697692871000072,134586,2016-01-15T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Sinai, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
32.559875488000046,15.500671387000068,134587,2016-01-15T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
39.780273437000062,-4.135375976999967,134588,2016-01-18T00:00:00.000Z,,Sub-Saharan Africa,4,,Unknown,Horn of Africa (P),,"In the sea, off the coast of Mombassa, Kenya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Dehydration Shot_or_Stabbed,,
21.856872559000067,23.311279297000056,134589,2016-01-19T00:00:00.000Z,,North Africa,14,,Unknown,Horn of Africa (P),,"Sahara Desert, Kurfra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Dehydration,,
42.802673340000069,9.445312500000057,134590,2016-01-19T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Near Jigjiga, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Dehydration,,
48.483703613000046,8.40850830100004,134591,2016-01-20T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Near Garowe, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,,
43.862915039000029,9.439086914000029,134592,2016-01-20T00:00:00.000Z,,Horn of Africa,2,,Unknown,Horn of Africa (P),,"Near Hargeysa, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,,
36.561279297000056,15.506896973000039,134593,2016-01-20T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Near Kassela, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
28.938110352000024,19.335083008000026,134594,2016-01-20T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Ash Shamaliyah, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation,,
34.008483887000068,17.70147705100004,134595,2016-01-20T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
39.421691895000038,14.570678711000028,134596,2016-01-21T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"10 hours walking from Senafe, Eritrea, towards the border with Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
34.042907715000069,17.693115234000061,134597,2016-01-29T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Near Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
32.706298828000058,21.883483887000068,134598,2016-01-29T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Sudan border with Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
33.024902344000054,24.248474121000072,134599,2016-01-29T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,,
31.335510254000042,30.068725586000028,134600,2016-01-30T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Awel Abass, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
36.146118164000029,12.953491211000028,134601,2016-02-05T00:00:00.000Z,,North Africa,5,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
33.002929687000062,30.260681152000075,134602,2016-02-06T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Sinai, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter,,
42.953918457000043,9.422485352000024,134603,2016-02-07T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Jigjiga, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
47.365905762000068,8.469482422000056,134604,2016-02-07T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Las'anod, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.11608886700003,12.953918457000043,134605,2016-02-07T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse,,
14.631103516000053,27.020507812000062,134606,2016-02-07T00:00:00.000Z,,North Africa,7,,Unknown,Horn of Africa (P),,"Sabha, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
35.368713379000042,14.02429199200003,134607,2016-02-07T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
21.752929687000062,22.275085449000073,134608,2016-02-07T00:00:00.000Z,,North Africa,4,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,
44.876525879000042,10.358703613000046,134609,2016-02-10T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Near Berbera, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,,
37.452087402000075,12.603088379000042,134610,2016-02-11T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Gondar, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
22.14288330100004,23.201293945000032,134611,2016-02-11T00:00:00.000Z,,North Africa,7,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.151916504000042,13.007507324000073,134612,2016-02-11T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
14.655883789000029,26.925109863000046,134613,2016-02-11T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Sabha, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.128479004000042,12.939270020000038,134614,2016-02-12T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
22.328491211000028,23.47491455100004,134615,2016-02-12T00:00:00.000Z,,North Africa,6,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,
35.419921875000057,13.931884766000053,134616,2016-02-12T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
21.814880371000072,23.322692871000072,134617,2016-02-12T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,
32.360290527000075,24.017272949000073,134618,2016-02-16T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Sahara Desert, near Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation,,
47.131286621000072,8.554687500000057,134619,2016-02-17T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Las'anod, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
37.448486328000058,12.599670410000044,134620,2016-02-17T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Gondar, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
42.802673340000069,9.255676270000038,134621,2016-02-17T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Jigjiga, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
14.463500977000024,26.957702637000068,134622,2016-02-17T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Sabha, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.187683105000076,12.952697754000042,134623,2016-02-17T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
13.642089844000054,32.427917480000076,134624,2016-02-17T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Tarhunah, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.148498535000044,12.961486816000047,134625,2016-02-17T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse,,
20.140319824000073,30.214721680000025,134626,2016-02-17T00:00:00.000Z,,North Africa,6,,Unknown,Horn of Africa (P),,"Ajdabiya, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
21.853698730000076,23.309082031000059,134627,2016-02-17T00:00:00.000Z,,North Africa,5,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
28.652282715000069,18.736083984000061,134628,2016-02-18T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"In Sahara Desert, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
38.366699219000054,17.703125,134629,2016-02-18T00:00:00.000Z,,Horn of Africa,1,,Unknown,Horn of Africa (P),,"Karora, Eritrea",,,,,Regional Mixed Migration Secretariat,,,,"Starvation, Dehydration",,
32.963073730000076,-9.04071044899996,134630,2016-02-18T00:00:00.000Z,,Sub-Saharan Africa,2,,Unknown,Horn of Africa (P),,"Vwawa, Tanzania",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
36.41687011700003,15.473693848000039,134631,2016-02-18T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Kassala, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Harsh_weather_lack_of_adequate_shelter,,
20.140319824000073,30.214721680000025,134632,2016-02-18T00:00:00.000Z,,North Africa,6,,Unknown,Horn of Africa (P),,"Ajdabiya, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
33.449707031000059,16.674316406000059,134633,2016-02-18T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Shendi, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
22.180114746000072,23.179687500000057,134634,2016-02-18T00:00:00.000Z,,North Africa,25,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Shot_or_Stabbed,,
35.441894531000059,14.007690430000025,134635,2016-02-18T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
21.785888672000056,23.144287109000061,134636,2016-02-18T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.466674805000025,15.475280762000068,134637,2016-02-18T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Kassala, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
14.449096680000025,27.008728027000075,134638,2016-02-18T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Sabha, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
37.361328125000057,11.574279785000044,134639,2016-02-18T00:00:00.000Z,,Horn of Africa,6,,Unknown,Horn of Africa (P),,"Bahardar, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
23.950317383000026,22.030883789000029,134640,2016-02-18T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
33.513916016000053,14.275878906000059,134641,2016-02-18T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Madani, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
21.827087402000075,23.276916504000042,134642,2016-02-18T00:00:00.000Z,,North Africa,8,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
30.790710449000073,27.733703613000046,134643,2016-02-19T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Melawi, Egypt",,,,,Regional Mixed Migration Secretariat,,,,"Suffocation, Other",,
32.578674316000047,15.447326660000044,134644,2016-02-19T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
32.899902344000054,24.088928223000039,134645,2016-02-20T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
32.742126465000069,23.790893555000025,134646,2016-02-21T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Sahara Desert near Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
22.030273437000062,23.292114258000026,134647,2016-02-21T00:00:00.000Z,,North Africa,13,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
35.414489746000072,14.012084961000028,134648,2016-02-21T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
23.554687500000057,20.563476562000062,134649,2016-02-21T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,
24.433715820000032,20.398681641000053,134650,2016-02-21T00:00:00.000Z,,North Africa,6,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,
32.604675293000071,15.508728027000075,134651,2016-02-21T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Suffocation,,
35.381530762000068,14.000915527000075,134652,2016-02-21T00:00:00.000Z,,North Africa,10,,Unknown,Horn of Africa (P),,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
23.906311035000044,20.533081055000025,134653,2016-02-21T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.153930664000029,12.960083008000026,134654,2016-02-21T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
14.770507812000062,26.119873047000056,134655,2016-02-21T00:00:00.000Z,,North Africa,30,,Unknown,Horn of Africa (P),,"Umm Al Aranib, Libya",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
32.594482422000056,15.46710205100004,134656,2016-02-21T00:00:00.000Z,,North Africa,5,,Unknown,Horn of Africa (P),,"Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
22.675903320000032,21.272094727000024,134657,2016-02-21T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,
23.466918945000032,22.007507324000073,134658,2016-02-21T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
33.449707031000059,16.674316406000059,134659,2016-02-21T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Shendi, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
23.027282715000069,22.23132324200003,134660,2016-02-21T00:00:00.000Z,,North Africa,28,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,,
36.147277832000043,12.959472656000059,134661,2016-02-21T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,
14.589904785000044,26.944702148000033,134662,2016-02-21T00:00:00.000Z,,North Africa,6,,Unknown,Horn of Africa (P),,"Sabha, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,
36.148498535000044,12.961486816000047,134663,2016-02-21T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Gallabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Other,,
23.225097656000059,23.163696289000029,134664,2016-02-21T00:00:00.000Z,,North Africa,1,,Unknown,Horn of Africa (P),,"Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Starvation,,
29.091918945000032,17.859924316000047,134665,2016-03-01T00:00:00.000Z,,North Africa,2,,Unknown,Horn of Africa (P),,"At the desert, two days drive from khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
32.398681641000053,15.528320312000062,134666,2016-03-05T00:00:00.000Z,,North Africa,3,,Unknown,Horn of Africa (P),,"Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,
